x,y,date,pressure_sea_level__pression_niveau_mer,total_precip__precip_totale,pressure_station__pression_station,period_value__valeur_periode,lat__lat,temp_max__temp_max,temp_min_units__temp_min_unites,temp_mean__temp_moyenne,snow__neige,snow_units__neige_unites,rain_units__pluie_unites,station_id__id_station,period_group__groupe_periode,temp_max_units__temp_max_unites,wind_speed__vitesse_vent,rain__pluie,wind_speed_units__vitesse_vent_unites,lon__long,identifier__identifiant,temp_mean_units__temp_moyenne_unites,pressure_station_units__pression_station_unites,province__province,pressure_sea_level_units__pression_niveau_mer_unite,total_precip_units__precip_totale_unites,temp_min__temp_min 
-123.1819,49.195,1988-12,1020.6,196.7,1020.3,Dec,49.195,,C,,2.6,mm,mm,1108447,Monthly,C,12,194,kph,-123.1819,1108447.1988.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-01,1019.4,155,1019.2,Jan,49.195,,C,,13.9,mm,mm,1108447,Monthly,C,14.3,141.2,kph,-123.1819,1108447.1989.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-02,1025.5,87.1,1025.2,Feb,49.195,,C,,19.2,mm,mm,1108447,Monthly,C,10.5,67.8,kph,-123.1819,1108447.1989.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-03,1013.6,133.7,1013.3,Mar,49.195,,C,,2.1,mm,mm,1108447,Monthly,C,13.3,131.5,kph,-123.1819,1108447.1989.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-04,1017.6,44.9,1017.3,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.8,44.9,kph,-123.1819,1108447.1989.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-05,1017.7,82.8,1017.4,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.6,82.8,kph,-123.1819,1108447.1989.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-06,1016.4,52.6,1016.1,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.8,52.6,kph,-123.1819,1108447.1989.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-07,1018.5,37.3,1018.3,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.7,37.3,kph,-123.1819,1108447.1989.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-08,1015.6,66.7,1015.4,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.3,66.7,kph,-123.1819,1108447.1989.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-09,1016.6,12,1016.3,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.6,12,kph,-123.1819,1108447.1989.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-10,1018.3,102.1,1018,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.1,102.1,kph,-123.1819,1108447.1989.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-11,1018.3,221.1,1018,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.6,221.1,kph,-123.1819,1108447.1989.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1989-12,1023.9,139.8,1023.7,Dec,49.195,,C,,0,mm,mm,1108447,Monthly,C,9.4,139.8,kph,-123.1819,1108447.1989.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-01,1013.6,199.1,1013.3,Jan,49.195,,C,,3.5,mm,mm,1108447,Monthly,C,16.9,195.6,kph,-123.1819,1108447.1990.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-02,1017.6,138.6,1017.3,Feb,49.195,,C,,40.4,mm,mm,1108447,Monthly,C,14.4,98.2,kph,-123.1819,1108447.1990.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-03,1019.3,112.8,1019,Mar,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,10.9,112.6,kph,-123.1819,1108447.1990.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-04,1017.1,95.7,1016.8,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.2,95.7,kph,-123.1819,1108447.1990.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-05,1014.9,59.2,1014.6,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.1,59.2,kph,-123.1819,1108447.1990.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-06,1016.2,115.1,1015.9,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.9,115.1,kph,-123.1819,1108447.1990.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-07,1016.5,11.8,1016.2,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,14,11.8,kph,-123.1819,1108447.1990.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-08,1016.1,41.1,1015.8,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.1,41.1,kph,-123.1819,1108447.1990.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-09,1018.5,44.9,1018.2,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.7,44.9,kph,-123.1819,1108447.1990.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-10,1016.7,123.8,1016.4,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.9,123.8,kph,-123.1819,1108447.1990.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-11,1016.1,258.7,1015.8,Nov,49.195,,C,,0.3,mm,mm,1108447,Monthly,C,15.5,258.4,kph,-123.1819,1108447.1990.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1990-12,1020.8,220.2,1020.5,Dec,49.195,,C,,47,mm,mm,1108447,Monthly,C,15.8,173.2,kph,-123.1819,1108447.1990.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-01,1022.5,154.4,1022.2,Jan,49.195,,C,,40.8,mm,mm,1108447,Monthly,C,10.6,113.6,kph,-123.1819,1108447.1991.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-02,1017.5,148.7,1017.3,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,13,148.7,kph,-123.1819,1108447.1991.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-03,1011.6,112.5,1011.3,Mar,49.195,,C,,16.9,mm,mm,1108447,Monthly,C,13.9,95.6,kph,-123.1819,1108447.1991.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-04,1017.8,115.4,1017.5,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.9,115.4,kph,-123.1819,1108447.1991.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-05,1017,64.5,1016.7,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.7,64.5,kph,-123.1819,1108447.1991.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-06,1017,58.3,1016.8,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.2,58.3,kph,-123.1819,1108447.1991.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-07,1018.3,37,1018,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.1,37,kph,-123.1819,1108447.1991.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-08,1016.1,175.3,1015.8,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.9,175.3,kph,-123.1819,1108447.1991.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-09,1019.7,10.4,1019.5,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.6,10.4,kph,-123.1819,1108447.1991.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-10,1019.6,28.9,1019.4,Oct,49.195,,C,,1.8,mm,mm,1108447,Monthly,C,10.8,27.1,kph,-123.1819,1108447.1991.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-11,1019.2,199.9,1018.9,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.6,199.9,kph,-123.1819,1108447.1991.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1991-12,1016.9,101.7,1016.6,Dec,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.1,101.7,kph,-123.1819,1108447.1991.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-01,1015.5,291.2,1015.3,Jan,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,15.7,291,kph,-123.1819,1108447.1992.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-02,1014,92.4,1013.7,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.5,92.4,kph,-123.1819,1108447.1992.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-03,1016.5,27.7,1016.2,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.4,27.7,kph,-123.1819,1108447.1992.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-04,1015.5,132.3,1015.2,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.7,132.3,kph,-123.1819,1108447.1992.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-05,1017.6,17.1,1017.4,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.1,17.1,kph,-123.1819,1108447.1992.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-06,1014,99.7,1013.7,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.3,99.7,kph,-123.1819,1108447.1992.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-07,1016.4,44.7,1016.1,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,9.6,44.7,kph,-123.1819,1108447.1992.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-08,1017.8,25.4,1017.5,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.9,25.4,kph,-123.1819,1108447.1992.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-09,1016.1,51.4,1015.8,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.7,51.4,kph,-123.1819,1108447.1992.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-10,1016.1,108,1015.8,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.5,108,kph,-123.1819,1108447.1992.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-11,1020.1,175.4,1019.8,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,15,175.4,kph,-123.1819,1108447.1992.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1992-12,1014.8,121.6,1014.6,Dec,49.195,,C,,31.4,mm,mm,1108447,Monthly,C,15.3,90.2,kph,-123.1819,1108447.1992.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-01,1016.5,117.1,1016.2,Jan,49.195,,C,,24.7,mm,mm,1108447,Monthly,C,11.8,92.4,kph,-123.1819,1108447.1993.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-02,1017.5,12.5,1017.2,Feb,49.195,,C,,5.3,mm,mm,1108447,Monthly,C,9.4,7.2,kph,-123.1819,1108447.1993.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-03,1018.2,120.5,1017.9,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.3,120.5,kph,-123.1819,1108447.1993.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-04,1015.2,133.2,1014.9,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,15.8,133.2,kph,-123.1819,1108447.1993.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-05,1012.8,105.6,1012.5,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,16.1,105.6,kph,-123.1819,1108447.1993.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-06,1015.7,76.7,1015.5,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.6,76.7,kph,-123.1819,1108447.1993.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-07,1017.6,37.2,1017.3,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.7,37.2,kph,-123.1819,1108447.1993.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-08,1017.1,20.6,1016.9,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,15,20.6,kph,-123.1819,1108447.1993.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-09,1018.5,2.7,1018.2,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.1,2.7,kph,-123.1819,1108447.1993.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-10,1019.4,76.8,1019.1,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.6,76.8,kph,-123.1819,1108447.1993.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-11,1022.2,67.3,1021.9,Nov,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,14.7,67.1,kph,-123.1819,1108447.1993.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1993-12,1018.2,168.6,1017.9,Dec,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,14.7,168.4,kph,-123.1819,1108447.1993.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-01,1020.9,117.6,1020.6,Jan,49.195,,C,,0,mm,mm,1108447,Monthly,C,13,117.6,kph,-123.1819,1108447.1994.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-02,1013.1,111.5,1012.7,Feb,49.195,,C,,10.2,mm,mm,1108447,Monthly,C,15,101.3,kph,-123.1819,1108447.1994.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-03,1018.7,107.5,1018.4,Mar,49.195,,C,,2.3,mm,mm,1108447,Monthly,C,14.2,105.2,kph,-123.1819,1108447.1994.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-04,1016.6,69.8,1016.3,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.4,69.8,kph,-123.1819,1108447.1994.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-05,1015.8,43.1,1015.4,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.3,43.1,kph,-123.1819,1108447.1994.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-06,1017.4,74.6,1017,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.6,74.6,kph,-123.1819,1108447.1994.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-07,1017.8,28.4,1017.4,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.5,28.4,kph,-123.1819,1108447.1994.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-08,1017.2,20.7,1016.8,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,12,20.7,kph,-123.1819,1108447.1994.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-09,1017.3,68.2,1017,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,10.2,68.2,kph,-123.1819,1108447.1994.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-10,1015.4,117.9,1015.1,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.3,117.9,kph,-123.1819,1108447.1994.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-11,1013.5,213.7,1013.1,Nov,49.195,,C,,1.7,mm,mm,1108447,Monthly,C,17.6,212,kph,-123.1819,1108447.1994.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1994-12,1014.5,195.8,1014.1,Dec,49.195,,C,,3,mm,mm,1108447,Monthly,C,14.6,192.8,kph,-123.1819,1108447.1994.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-01,1010.2,170.4,1009.8,Jan,49.195,,C,,0,mm,mm,1108447,Monthly,C,11,170.4,kph,-123.1819,1108447.1995.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-02,1019.4,137.9,1019,Feb,49.195,,C,,18,mm,mm,1108447,Monthly,C,11.6,119.9,kph,-123.1819,1108447.1995.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-03,1012.6,116.4,1012.2,Mar,49.195,,C,,1.3,mm,mm,1108447,Monthly,C,13.5,115.1,kph,-123.1819,1108447.1995.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-04,1015.6,57.7,1015.3,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.6,57.7,kph,-123.1819,1108447.1995.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-05,1015.2,29,1014.8,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.9,29,kph,-123.1819,1108447.1995.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-06,1016.2,49.1,1015.8,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.1,49.1,kph,-123.1819,1108447.1995.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-07,1016.6,46,1016.2,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.7,46,kph,-123.1819,1108447.1995.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-08,1014.9,73.9,1014.5,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.4,73.9,kph,-123.1819,1108447.1995.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-09,1016.1,16.9,1015.7,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,10.7,16.9,kph,-123.1819,1108447.1995.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-10,1018.4,147.4,1018,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.4,147.4,kph,-123.1819,1108447.1995.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-11,1014.5,260.3,1014.1,Nov,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,14.1,260,kph,-123.1819,1108447.1995.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1995-12,1015.5,228.6,1015.1,Dec,49.195,,C,,0.7,mm,mm,1108447,Monthly,C,13.4,227.9,kph,-123.1819,1108447.1995.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-01,1014.6,163.8,1014.2,Jan,49.195,,C,,28.1,mm,mm,1108447,Monthly,C,13,135.6,kph,-123.1819,1108447.1996.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-02,1014,115.3,1013.6,Feb,49.195,,C,,2.2,mm,mm,1108447,Monthly,C,11.5,113.1,kph,-123.1819,1108447.1996.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-03,1018.4,74.4,1018,Mar,49.195,,C,,0.7,mm,mm,1108447,Monthly,C,10.5,73.7,kph,-123.1819,1108447.1996.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-04,1015.9,179.3,1015.5,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.2,179.3,kph,-123.1819,1108447.1996.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-05,1016.8,76.9,1016.4,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.4,76.9,kph,-123.1819,1108447.1996.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-06,1018.4,16,1018,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.4,16,kph,-123.1819,1108447.1996.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-07,1017.3,18.3,1017,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.3,18.3,kph,-123.1819,1108447.1996.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-08,1016.8,35.4,1016.4,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.1,35.4,kph,-123.1819,1108447.1996.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-09,1016,73.2,1015.7,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,11,73.2,kph,-123.1819,1108447.1996.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-10,1016.4,255.2,1016.1,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.2,255.2,kph,-123.1819,1108447.1996.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-11,1016.2,220.2,1015.8,Nov,49.195,,C,,14.4,mm,mm,1108447,Monthly,C,11.6,205.8,kph,-123.1819,1108447.1996.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1996-12,1010.6,283,1010.3,Dec,49.195,,C,,71.4,mm,mm,1108447,Monthly,C,14.3,211.6,kph,-123.1819,1108447.1996.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-01,1016.7,249.5,1016.4,Jan,49.195,,C,,0.5,mm,mm,1108447,Monthly,C,11.4,248.9,kph,-123.1819,1108447.1997.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-02,1021.9,107.2,1021.6,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,9.9,107.2,kph,-123.1819,1108447.1997.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-03,1016.5,248.6,1016,Mar,49.195,,C,,7.1,mm,mm,1108447,Monthly,C,16.4,241.4,kph,-123.1819,1108447.1997.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-04,1017.9,121,1017.4,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.2,121,kph,-123.1819,1108447.1997.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-05,1016.9,77.7,1016.3,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.2,77.7,kph,-123.1819,1108447.1997.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-06,1015.1,99.3,1014.6,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.2,99.3,kph,-123.1819,1108447.1997.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-07,1017.4,92.5,1016.8,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.2,92.5,kph,-123.1819,1108447.1997.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-08,1015.7,36.1,1015.2,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,8.8,36.1,kph,-123.1819,1108447.1997.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-09,1013.2,107.7,1012.6,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,10.1,107.7,kph,-123.1819,1108447.1997.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-10,1015,173.4,1014.5,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.9,173.4,kph,-123.1819,1108447.1997.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-11,1013.2,130.2,1012.6,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,11,130.2,kph,-123.1819,1108447.1997.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1997-12,1019.5,139.7,1019,Dec,49.195,,C,,0.4,mm,mm,1108447,Monthly,C,12.1,139.2,kph,-123.1819,1108447.1997.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-01,1008.2,171.8,1007.7,Jan,49.195,,C,,13.5,mm,mm,1108447,Monthly,C,14.7,158.3,kph,-123.1819,1108447.1998.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-02,1006.7,83.3,1006.1,Feb,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.5,83.3,kph,-123.1819,1108447.1998.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-03,1015.1,85.3,1014.6,Mar,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.4,85.3,kph,-123.1819,1108447.1998.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-04,1017.4,21.5,1016.8,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.2,21.5,kph,-123.1819,1108447.1998.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-05,1014.1,115,1013.5,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.3,115,kph,-123.1819,1108447.1998.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-06,1015.9,31.5,1015.3,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.6,31.5,kph,-123.1819,1108447.1998.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-07,1016.4,42.3,1015.9,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.3,42.3,kph,-123.1819,1108447.1998.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-08,1018.5,8.6,1018,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.6,8.6,kph,-123.1819,1108447.1998.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-09,1014.5,12.3,1014,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.2,12.3,kph,-123.1819,1108447.1998.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-10,1017.3,115.9,1016.8,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.5,115.9,kph,-123.1819,1108447.1998.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-11,1010.1,260.5,1009.6,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,16,260.5,kph,-123.1819,1108447.1998.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1998-12,1020.1,261.9,1019.6,Dec,49.195,,C,,29.6,mm,mm,1108447,Monthly,C,17.4,232.3,kph,-123.1819,1108447.1998.12,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-01,1016.2,230.9,1015.7,Jan,49.195,,C,,0.2,mm,mm,1108447,Monthly,C,14.2,230.7,kph,-123.1819,1108447.1999.01,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-02,1010,223.7,1009.5,Feb,49.195,,C,,4.3,mm,mm,1108447,Monthly,C,20.5,219.4,kph,-123.1819,1108447.1999.02,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-03,1012.8,111.3,1012.3,Mar,49.195,,C,,0.4,mm,mm,1108447,Monthly,C,18,110.8,kph,-123.1819,1108447.1999.03,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-04,1019.9,56.9,1019.4,Apr,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.4,56.9,kph,-123.1819,1108447.1999.04,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-05,1018,63,1017.5,May,49.195,,C,,0,mm,mm,1108447,Monthly,C,14,63,kph,-123.1819,1108447.1999.05,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-06,1016.4,88.5,1015.9,Jun,49.195,,C,,0,mm,mm,1108447,Monthly,C,11.8,88.5,kph,-123.1819,1108447.1999.06,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-07,1017.2,68.4,1016.8,Jul,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.2,68.4,kph,-123.1819,1108447.1999.07,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-08,1015.7,36.3,1015.2,Aug,49.195,,C,,0,mm,mm,1108447,Monthly,C,12.5,36.3,kph,-123.1819,1108447.1999.08,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-09,1018.2,16.2,1017.7,Sep,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.6,16.2,kph,-123.1819,1108447.1999.09,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-10,1020.2,146.6,1019.8,Oct,49.195,,C,,0,mm,mm,1108447,Monthly,C,14.2,146.6,kph,-123.1819,1108447.1999.10,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-11,1014.3,198.3,1013.8,Nov,49.195,,C,,0,mm,mm,1108447,Monthly,C,13.6,198.3,kph,-123.1819,1108447.1999.11,C,hPa,BC,hPa,mm,
-123.1819,49.195,1999-12,1022.1,216.5,1021.6,Dec,49.195,,C,,0.4,mm,mm,1108447,Monthly,C,14,216.1,kph,-123.1819,1108447.1999.12,C,hPa,BC,hPa,mm,
